# Units: time in UTC, local_time in Asia/Kolkata, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
,,,,,
global_time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
7/6/2019 3:00,7/6/2019 8:30,0.353,0.08,0.362,30.967
7/6/2019 4:00,7/6/2019 9:30,0.461,0.167,0.421,32.333
7/6/2019 5:00,7/6/2019 10:30,0.503,0.202,0.45,33.36
7/6/2019 6:00,7/6/2019 11:30,0.531,0.251,0.444,34.264
7/6/2019 7:00,7/6/2019 12:30,0.497,0.22,0.429,34.896
7/6/2019 8:00,7/6/2019 13:30,0.433,0.171,0.388,35.265
7/6/2019 9:00,7/6/2019 14:30,0.313,0.076,0.323,35.026
7/6/2019 10:00,7/6/2019 15:30,0.187,0.023,0.218,34.261
7/6/2019 11:00,7/6/2019 16:30,0.081,0.003,0.11,33.205
7/6/2019 12:00,7/6/2019 17:30,0.008,0,0.02,31.718
7/6/2019 13:00,7/6/2019 18:30,0,0,0,30.554
7/6/2019 14:00,7/6/2019 19:30,0,0,0,29.98
7/6/2019 15:00,7/6/2019 20:30,0,0,0,29.392
7/6/2019 16:00,7/6/2019 21:30,0,0,0,28.86
7/6/2019 17:00,7/6/2019 22:30,0,0,0,28.421
7/6/2019 18:00,7/6/2019 23:30,0,0,0,28.044
7/6/2019 19:00,7/7/2019 0:30,0,0,0,27.685
7/6/2019 20:00,7/7/2019 1:30,0,0,0,27.341
7/6/2019 21:00,7/7/2019 2:30,0,0,0,26.989
7/6/2019 22:00,7/7/2019 3:30,0,0,0,26.656
7/6/2019 23:00,7/7/2019 4:30,0.002,0,0.01,26.448
7/7/2019 0:00,7/7/2019 5:30,0.07,0,0.098,27.118
7/7/2019 1:00,7/7/2019 6:30,0.201,0.055,0.196,28.69
7/7/2019 2:00,7/7/2019 7:30,0.331,0.138,0.274,30.324
7/7/2019 3:00,7/7/2019 8:30,0.425,0.192,0.345,31.695
7/7/2019 4:00,7/7/2019 9:30,0.48,0.214,0.403,32.949
7/7/2019 5:00,7/7/2019 10:30,0.493,0.197,0.442,34.016
7/7/2019 6:00,7/7/2019 11:30,0.477,0.169,0.452,34.879
7/7/2019 7:00,7/7/2019 12:30,0.449,0.151,0.432,35.527
7/7/2019 8:00,7/7/2019 13:30,0.359,0.081,0.378,35.566
7/7/2019 9:00,7/7/2019 14:30,0.278,0.05,0.305,35.258
7/7/2019 10:00,7/7/2019 15:30,0.183,0.023,0.214,34.58
7/7/2019 11:00,7/7/2019 16:30,0.084,0.004,0.113,33.533
7/7/2019 12:00,7/7/2019 17:30,0.011,0,0.025,32.014
7/7/2019 13:00,7/7/2019 18:30,0,0,0,30.88
7/7/2019 14:00,7/7/2019 19:30,0,0,0,30.256
7/7/2019 15:00,7/7/2019 20:30,0,0,0,29.616
7/7/2019 16:00,7/7/2019 21:30,0,0,0,29.111
7/7/2019 17:00,7/7/2019 22:30,0,0,0,28.726
7/7/2019 18:00,7/7/2019 23:30,0,0,0,28.368
7/7/2019 19:00,7/8/2019 0:30,0,0,0,28.007
7/7/2019 20:00,7/8/2019 1:30,0,0,0,27.68
7/7/2019 21:00,7/8/2019 2:30,0,0,0,27.424
7/7/2019 22:00,7/8/2019 3:30,0,0,0,27.403
7/7/2019 23:00,7/8/2019 4:30,0.001,0,0.008,27.439
7/8/2019 0:00,7/8/2019 5:30,0.062,0,0.088,28.058
7/8/2019 1:00,7/8/2019 6:30,0.19,0.036,0.203,29.594
7/8/2019 2:00,7/8/2019 7:30,0.319,0.108,0.291,31.28
7/8/2019 3:00,7/8/2019 8:30,0.439,0.213,0.348,32.975
7/8/2019 4:00,7/8/2019 9:30,0.523,0.301,0.383,34.486
7/8/2019 5:00,7/8/2019 10:30,0.553,0.314,0.419,35.538
7/8/2019 6:00,7/8/2019 11:30,0.514,0.221,0.456,35.972
7/8/2019 7:00,7/8/2019 12:30,0.392,0.079,0.426,35.624
7/8/2019 8:00,7/8/2019 13:30,0.254,0.022,0.302,34.687
7/8/2019 9:00,7/8/2019 14:30,0.174,0.01,0.215,33.68
7/8/2019 10:00,7/8/2019 15:30,0.111,0.005,0.144,32.741
7/8/2019 11:00,7/8/2019 16:30,0.043,0.001,0.066,31.576
7/8/2019 12:00,7/8/2019 17:30,0.002,0,0.011,30.352
7/8/2019 13:00,7/8/2019 18:30,0,0,0,29.568
7/8/2019 14:00,7/8/2019 19:30,0,0,0,29.11
7/8/2019 15:00,7/8/2019 20:30,0,0,0,28.79
7/8/2019 16:00,7/8/2019 21:30,0,0,0,28.548
7/8/2019 17:00,7/8/2019 22:30,0,0,0,28.346
7/8/2019 18:00,7/8/2019 23:30,0,0,0,28.138
7/8/2019 19:00,7/9/2019 0:30,0,0,0,27.874
7/8/2019 20:00,7/9/2019 1:30,0,0,0,27.564
7/8/2019 21:00,7/9/2019 2:30,0,0,0,27.29
7/8/2019 22:00,7/9/2019 3:30,0,0,0,27.079
7/8/2019 23:00,7/9/2019 4:30,0,0,0.004,26.92
7/9/2019 0:00,7/9/2019 5:30,0.034,0,0.055,27.226
7/9/2019 1:00,7/9/2019 6:30,0.118,0.006,0.148,28.176
7/9/2019 2:00,7/9/2019 7:30,0.255,0.038,0.279,29.737
7/9/2019 3:00,7/9/2019 8:30,0.404,0.137,0.372,31.685
7/9/2019 4:00,7/9/2019 9:30,0.494,0.223,0.416,33.423
7/9/2019 5:00,7/9/2019 10:30,0.523,0.235,0.45,34.626
7/9/2019 6:00,7/9/2019 11:30,0.498,0.183,0.467,35.153
7/9/2019 7:00,7/9/2019 12:30,0.384,0.069,0.422,34.832
7/9/2019 8:00,7/9/2019 13:30,0.281,0.028,0.327,34.214
7/9/2019 9:00,7/9/2019 14:30,0.217,0.018,0.258,33.649
7/9/2019 10:00,7/9/2019 15:30,0.149,0.01,0.184,32.954
7/9/2019 11:00,7/9/2019 16:30,0.066,0.002,0.093,31.777
7/9/2019 12:00,7/9/2019 17:30,0.007,0,0.018,30.334
7/9/2019 13:00,7/9/2019 18:30,0,0,0,29.342
7/9/2019 14:00,7/9/2019 19:30,0,0,0,28.787
7/9/2019 15:00,7/9/2019 20:30,0,0,0,28.343
7/9/2019 16:00,7/9/2019 21:30,0,0,0,27.988
7/9/2019 17:00,7/9/2019 22:30,0,0,0,27.706
7/9/2019 18:00,7/9/2019 23:30,0,0,0,27.465
7/9/2019 19:00,7/10/2019 0:30,0,0,0,27.234
7/9/2019 20:00,7/10/2019 1:30,0,0,0,27.024
7/9/2019 21:00,7/10/2019 2:30,0,0,0,26.815
7/9/2019 22:00,7/10/2019 3:30,0,0,0,26.61
7/9/2019 23:00,7/10/2019 4:30,0.001,0,0.007,26.513
7/10/2019 0:00,7/10/2019 5:30,0.056,0,0.081,27.11
7/10/2019 1:00,7/10/2019 6:30,0.158,0.016,0.185,28.721
7/10/2019 2:00,7/10/2019 7:30,0.283,0.061,0.293,30.737
7/10/2019 3:00,7/10/2019 8:30,0.402,0.138,0.371,32.713
7/10/2019 4:00,7/10/2019 9:30,0.462,0.169,0.427,34.057
7/10/2019 5:00,7/10/2019 10:30,0.485,0.17,0.461,34.884
7/10/2019 6:00,7/10/2019 11:30,0.475,0.151,0.467,35.364
7/10/2019 7:00,7/10/2019 12:30,0.443,0.128,0.445,35.533
7/10/2019 8:00,7/10/2019 13:30,0.349,0.065,0.381,35.209
7/10/2019 9:00,7/10/2019 14:30,0.228,0.022,0.269,34.496
7/10/2019 10:00,7/10/2019 15:30,0.134,0.007,0.169,33.749
7/10/2019 11:00,7/10/2019 16:30,0.053,0.001,0.078,32.731
7/10/2019 12:00,7/10/2019 17:30,0.005,0,0.015,31.388
7/10/2019 13:00,7/10/2019 18:30,0,0,0,30.594
7/10/2019 14:00,7/10/2019 19:30,0,0,0,30.133
7/10/2019 15:00,7/10/2019 20:30,0,0,0,29.656
7/10/2019 16:00,7/10/2019 21:30,0,0,0,29.242
7/10/2019 17:00,7/10/2019 22:30,0,0,0,28.872
7/10/2019 18:00,7/10/2019 23:30,0,0,0,28.494
7/10/2019 19:00,7/11/2019 0:30,0,0,0,28.2
7/10/2019 20:00,7/11/2019 1:30,0,0,0,28.053
7/10/2019 21:00,7/11/2019 2:30,0,0,0,27.853
7/10/2019 22:00,7/11/2019 3:30,0,0,0,27.684
7/10/2019 23:00,7/11/2019 4:30,0,0,0.003,27.542
7/11/2019 0:00,7/11/2019 5:30,0.015,0,0.03,27.791
7/11/2019 1:00,7/11/2019 6:30,0.041,0.001,0.063,28.217
7/11/2019 2:00,7/11/2019 7:30,0.079,0.001,0.107,28.766
7/11/2019 3:00,7/11/2019 8:30,0.145,0.004,0.182,29.49
7/11/2019 4:00,7/11/2019 9:30,0.244,0.012,0.293,30.753
7/11/2019 5:00,7/11/2019 10:30,0.351,0.034,0.408,32.305
7/11/2019 6:00,7/11/2019 11:30,0.367,0.039,0.425,33.121
7/11/2019 7:00,7/11/2019 12:30,0.316,0.025,0.373,33.15
7/11/2019 8:00,7/11/2019 13:30,0.238,0.013,0.288,32.746
7/11/2019 9:00,7/11/2019 14:30,0.152,0.005,0.192,32.067
7/11/2019 10:00,7/11/2019 15:30,0.084,0.002,0.114,31.224
7/11/2019 11:00,7/11/2019 16:30,0.033,0,0.053,30.235
7/11/2019 12:00,7/11/2019 17:30,0.002,0,0.011,29.254
7/11/2019 13:00,7/11/2019 18:30,0,0,0,28.616
7/11/2019 14:00,7/11/2019 19:30,0,0,0,28.202
7/11/2019 15:00,7/11/2019 20:30,0,0,0,27.797
7/11/2019 16:00,7/11/2019 21:30,0,0,0,27.522
7/11/2019 17:00,7/11/2019 22:30,0,0,0,27.311
7/11/2019 18:00,7/11/2019 23:30,0,0,0,27.151
7/11/2019 19:00,7/12/2019 0:30,0,0,0,27.002
7/11/2019 20:00,7/12/2019 1:30,0,0,0,26.876
7/11/2019 21:00,7/12/2019 2:30,0,0,0,26.778
7/11/2019 22:00,7/12/2019 3:30,0,0,0,26.736
7/11/2019 23:00,7/12/2019 4:30,0,0,0.004,26.578
7/12/2019 0:00,7/12/2019 5:30,0.029,0,0.048,26.879
7/12/2019 1:00,7/12/2019 6:30,0.092,0.002,0.121,27.688
7/12/2019 2:00,7/12/2019 7:30,0.151,0.006,0.187,28.987
7/12/2019 3:00,7/12/2019 8:30,0.211,0.01,0.255,30.318
7/12/2019 4:00,7/12/2019 9:30,0.232,0.01,0.281,31.361
7/12/2019 5:00,7/12/2019 10:30,0.244,0.011,0.296,32.164
7/12/2019 6:00,7/12/2019 11:30,0.247,0.011,0.3,32.718
7/12/2019 7:00,7/12/2019 12:30,0.223,0.009,0.274,32.982
7/12/2019 8:00,7/12/2019 13:30,0.183,0.006,0.228,32.956
7/12/2019 9:00,7/12/2019 14:30,0.134,0.004,0.172,32.663
7/12/2019 10:00,7/12/2019 15:30,0.076,0.002,0.105,31.965
7/12/2019 11:00,7/12/2019 16:30,0.029,0,0.049,30.923
7/12/2019 12:00,7/12/2019 17:30,0.002,0,0.01,29.786
7/12/2019 13:00,7/12/2019 18:30,0,0,0,29.134
7/12/2019 14:00,7/12/2019 19:30,0,0,0,28.748
7/12/2019 15:00,7/12/2019 20:30,0,0,0,28.342
7/12/2019 16:00,7/12/2019 21:30,0,0,0,27.946
7/12/2019 17:00,7/12/2019 22:30,0,0,0,27.608
7/12/2019 18:00,7/12/2019 23:30,0,0,0,27.363
7/12/2019 19:00,7/13/2019 0:30,0,0,0,27.169
7/12/2019 20:00,7/13/2019 1:30,0,0,0,27.005
7/12/2019 21:00,7/13/2019 2:30,0,0,0,26.892
7/12/2019 22:00,7/13/2019 3:30,0,0,0,26.773
7/12/2019 23:00,7/13/2019 4:30,0,0,0.007,26.636
7/13/2019 0:00,7/13/2019 5:30,0.059,0,0.085,27.283
7/13/2019 1:00,7/13/2019 6:30,0.187,0.028,0.207,28.885
7/13/2019 2:00,7/13/2019 7:30,0.307,0.076,0.307,30.901
7/13/2019 3:00,7/13/2019 8:30,0.399,0.119,0.387,32.775
7/13/2019 4:00,7/13/2019 9:30,0.428,0.106,0.442,34.008
7/13/2019 5:00,7/13/2019 10:30,0.381,0.054,0.432,34.263
7/13/2019 6:00,7/13/2019 11:30,0.307,0.025,0.364,33.974
7/13/2019 7:00,7/13/2019 12:30,0.217,0.01,0.266,33.444
7/13/2019 8:00,7/13/2019 13:30,0.164,0.006,0.205,32.85
7/13/2019 9:00,7/13/2019 14:30,0.107,0.003,0.14,31.975
7/13/2019 10:00,7/13/2019 15:30,0.056,0.001,0.082,31.028
7/13/2019 11:00,7/13/2019 16:30,0.024,0,0.042,30.226
7/13/2019 12:00,7/13/2019 17:30,0.002,0,0.009,29.448
7/13/2019 13:00,7/13/2019 18:30,0,0,0,29.021
7/13/2019 14:00,7/13/2019 19:30,0,0,0,28.836
7/13/2019 15:00,7/13/2019 20:30,0,0,0,28.609
7/13/2019 16:00,7/13/2019 21:30,0,0,0,28.383
7/13/2019 17:00,7/13/2019 22:30,0,0,0,28.169
7/13/2019 18:00,7/13/2019 23:30,0,0,0,27.964
7/13/2019 19:00,7/14/2019 0:30,0,0,0,27.794
7/13/2019 20:00,7/14/2019 1:30,0,0,0,27.602
7/13/2019 21:00,7/14/2019 2:30,0,0,0,27.422
7/13/2019 22:00,7/14/2019 3:30,0,0,0,27.211
7/13/2019 23:00,7/14/2019 4:30,0,0,0.003,26.999
7/14/2019 0:00,7/14/2019 5:30,0.024,0,0.041,27.295
7/14/2019 1:00,7/14/2019 6:30,0.086,0.002,0.114,28.104
7/14/2019 2:00,7/14/2019 7:30,0.155,0.007,0.191,29.497
7/14/2019 3:00,7/14/2019 8:30,0.216,0.012,0.26,30.94
7/14/2019 4:00,7/14/2019 9:30,0.261,0.016,0.311,32.197
7/14/2019 5:00,7/14/2019 10:30,0.303,0.023,0.359,33.393
7/14/2019 6:00,7/14/2019 11:30,0.334,0.032,0.393,34.333
7/14/2019 7:00,7/14/2019 12:30,0.319,0.03,0.376,34.794
7/14/2019 8:00,7/14/2019 13:30,0.284,0.026,0.336,34.934
7/14/2019 9:00,7/14/2019 14:30,0.215,0.015,0.26,34.669
7/14/2019 10:00,7/14/2019 15:30,0.139,0.007,0.176,34.07
7/14/2019 11:00,7/14/2019 16:30,0.061,0.001,0.088,32.936
7/14/2019 12:00,7/14/2019 17:30,0.006,0,0.018,31.392
7/14/2019 13:00,7/14/2019 18:30,0,0,0,30.507
7/14/2019 14:00,7/14/2019 19:30,0,0,0,30.105
7/14/2019 15:00,7/14/2019 20:30,0,0,0,29.725
7/14/2019 16:00,7/14/2019 21:30,0,0,0,29.273
7/14/2019 17:00,7/14/2019 22:30,0,0,0,28.824
7/14/2019 18:00,7/14/2019 23:30,0,0,0,28.421
7/14/2019 19:00,7/15/2019 0:30,0,0,0,28.153
7/14/2019 20:00,7/15/2019 1:30,0,0,0,27.93
7/14/2019 21:00,7/15/2019 2:30,0,0,0,27.757
7/14/2019 22:00,7/15/2019 3:30,0,0,0,27.563
7/14/2019 23:00,7/15/2019 4:30,0,0,0.006,27.408
7/15/2019 0:00,7/15/2019 5:30,0.056,0,0.081,28.114
7/15/2019 1:00,7/15/2019 6:30,0.174,0.024,0.196,29.907
7/15/2019 2:00,7/15/2019 7:30,0.272,0.052,0.289,32.189
7/15/2019 3:00,7/15/2019 8:30,0.331,0.062,0.358,33.919
7/15/2019 4:00,7/15/2019 9:30,0.377,0.072,0.411,35.072
7/15/2019 5:00,7/15/2019 10:30,0.393,0.071,0.435,35.708
7/15/2019 6:00,7/15/2019 11:30,0.385,0.064,0.431,35.993
7/15/2019 7:00,7/15/2019 12:30,0.369,0.061,0.413,36.113
7/15/2019 8:00,7/15/2019 13:30,0.323,0.049,0.365,36.064
7/15/2019 9:00,7/15/2019 14:30,0.25,0.03,0.29,35.866
7/15/2019 10:00,7/15/2019 15:30,0.159,0.013,0.195,35.453
7/15/2019 11:00,7/15/2019 16:30,0.074,0.003,0.102,34.723
7/15/2019 12:00,7/15/2019 17:30,0.008,0,0.021,32.956
7/15/2019 13:00,7/15/2019 18:30,0,0,0,31.468
7/15/2019 14:00,7/15/2019 19:30,0,0,0,30.821
7/15/2019 15:00,7/15/2019 20:30,0,0,0,30.246
7/15/2019 16:00,7/15/2019 21:30,0,0,0,29.763
7/15/2019 17:00,7/15/2019 22:30,0,0,0,29.295
7/15/2019 18:00,7/15/2019 23:30,0,0,0,28.818
7/15/2019 19:00,7/16/2019 0:30,0,0,0,28.369
7/15/2019 20:00,7/16/2019 1:30,0,0,0,27.991
7/15/2019 21:00,7/16/2019 2:30,0,0,0,27.715
7/15/2019 22:00,7/16/2019 3:30,0,0,0,27.46
7/15/2019 23:00,7/16/2019 4:30,0.001,0,0.007,27.308
7/16/2019 0:00,7/16/2019 5:30,0.061,0,0.087,28.149
7/16/2019 1:00,7/16/2019 6:30,0.184,0.033,0.199,30.163
7/16/2019 2:00,7/16/2019 7:30,0.299,0.084,0.292,32.762
7/16/2019 3:00,7/16/2019 8:30,0.375,0.11,0.369,34.334
7/16/2019 4:00,7/16/2019 9:30,0.437,0.138,0.425,35.077
7/16/2019 5:00,7/16/2019 10:30,0.46,0.141,0.457,35.434
7/16/2019 6:00,7/16/2019 11:30,0.454,0.128,0.461,35.566
7/16/2019 7:00,7/16/2019 12:30,0.416,0.102,0.435,35.504
7/16/2019 8:00,7/16/2019 13:30,0.347,0.066,0.377,35.257
7/16/2019 9:00,7/16/2019 14:30,0.268,0.04,0.3,34.927
7/16/2019 10:00,7/16/2019 15:30,0.163,0.015,0.198,34.467
7/16/2019 11:00,7/16/2019 16:30,0.066,0.002,0.093,33.761
7/16/2019 12:00,7/16/2019 17:30,0.006,0,0.017,32.922
7/16/2019 13:00,7/16/2019 18:30,0,0,0,31.835
7/16/2019 14:00,7/16/2019 19:30,0,0,0,31.052
7/16/2019 15:00,7/16/2019 20:30,0,0,0,30.421
7/16/2019 16:00,7/16/2019 21:30,0,0,0,29.874
7/16/2019 17:00,7/16/2019 22:30,0,0,0,29.375
7/16/2019 18:00,7/16/2019 23:30,0,0,0,28.942
7/16/2019 19:00,7/17/2019 0:30,0,0,0,28.622
7/16/2019 20:00,7/17/2019 1:30,0,0,0,28.394
7/16/2019 21:00,7/17/2019 2:30,0,0,0,28.172
7/16/2019 22:00,7/17/2019 3:30,0,0,0,27.845
7/16/2019 23:00,7/17/2019 4:30,0,0,0.004,27.672
7/17/2019 0:00,7/17/2019 5:30,0.036,0,0.057,28.186
7/17/2019 1:00,7/17/2019 6:30,0.119,0.006,0.15,29.122
7/17/2019 2:00,7/17/2019 7:30,0.209,0.017,0.246,31.085
7/17/2019 3:00,7/17/2019 8:30,0.28,0.029,0.323,32.539
7/17/2019 4:00,7/17/2019 9:30,0.324,0.036,0.374,33.348
7/17/2019 5:00,7/17/2019 10:30,0.337,0.035,0.392,33.718
7/17/2019 6:00,7/17/2019 11:30,0.312,0.026,0.369,33.85
7/17/2019 7:00,7/17/2019 12:30,0.289,0.022,0.343,33.909
7/17/2019 8:00,7/17/2019 13:30,0.256,0.019,0.306,33.894
7/17/2019 9:00,7/17/2019 14:30,0.213,0.015,0.256,33.809
7/17/2019 10:00,7/17/2019 15:30,0.14,0.008,0.175,33.555
7/17/2019 11:00,7/17/2019 16:30,0.064,0.002,0.091,33.056
7/17/2019 12:00,7/17/2019 17:30,0.007,0,0.019,31.949
7/17/2019 13:00,7/17/2019 18:30,0,0,0,30.9
7/17/2019 14:00,7/17/2019 19:30,0,0,0,30.413
7/17/2019 15:00,7/17/2019 20:30,0,0,0,29.879
7/17/2019 16:00,7/17/2019 21:30,0,0,0,29.387
7/17/2019 17:00,7/17/2019 22:30,0,0,0,28.876
7/17/2019 18:00,7/17/2019 23:30,0,0,0,28.415
7/17/2019 19:00,7/18/2019 0:30,0,0,0,28.007
7/17/2019 20:00,7/18/2019 1:30,0,0,0,27.663
7/17/2019 21:00,7/18/2019 2:30,0,0,0,27.379
7/17/2019 22:00,7/18/2019 3:30,0,0,0,27.155
7/17/2019 23:00,7/18/2019 4:30,0,0,0.007,27.158
7/18/2019 0:00,7/18/2019 5:30,0.057,0,0.083,28.175
7/18/2019 1:00,7/18/2019 6:30,0.173,0.027,0.192,30.093
7/18/2019 2:00,7/18/2019 7:30,0.294,0.083,0.287,32.566
7/18/2019 3:00,7/18/2019 8:30,0.384,0.127,0.362,33.741
7/18/2019 4:00,7/18/2019 9:30,0.437,0.144,0.418,34.387
7/18/2019 5:00,7/18/2019 10:30,0.463,0.15,0.45,34.814
7/18/2019 6:00,7/18/2019 11:30,0.47,0.155,0.456,35.095
7/18/2019 7:00,7/18/2019 12:30,0.453,0.152,0.435,35.239
7/18/2019 8:00,7/18/2019 13:30,0.384,0.106,0.387,35.14
7/18/2019 9:00,7/18/2019 14:30,0.289,0.058,0.31,34.885
7/18/2019 10:00,7/18/2019 15:30,0.204,0.036,0.226,34.526
7/18/2019 11:00,7/18/2019 16:30,0.095,0.007,0.123,33.719
7/18/2019 12:00,7/18/2019 17:30,0.01,0,0.023,32.037
7/18/2019 13:00,7/18/2019 18:30,0,0,0,30.646
7/18/2019 14:00,7/18/2019 19:30,0,0,0,29.89
7/18/2019 15:00,7/18/2019 20:30,0,0,0,29.047
7/18/2019 16:00,7/18/2019 21:30,0,0,0,28.245
7/18/2019 17:00,7/18/2019 22:30,0,0,0,27.649
7/18/2019 18:00,7/18/2019 23:30,0,0,0,27.23
7/18/2019 19:00,7/19/2019 0:30,0,0,0,26.88
7/18/2019 20:00,7/19/2019 1:30,0,0,0,26.602
7/18/2019 21:00,7/19/2019 2:30,0,0,0,26.472
7/18/2019 22:00,7/19/2019 3:30,0,0,0,26.384
7/18/2019 23:00,7/19/2019 4:30,0.001,0,0.007,26.377
7/19/2019 0:00,7/19/2019 5:30,0.059,0,0.085,27.485
7/19/2019 1:00,7/19/2019 6:30,0.169,0.029,0.184,28.883
7/19/2019 2:00,7/19/2019 7:30,0.286,0.082,0.274,30.544
7/19/2019 3:00,7/19/2019 8:30,0.41,0.184,0.335,32.258
7/19/2019 4:00,7/19/2019 9:30,0.507,0.297,0.361,33.691
7/19/2019 5:00,7/19/2019 10:30,0.571,0.401,0.358,34.878
7/19/2019 6:00,7/19/2019 11:30,0.594,0.46,0.338,35.792
7/19/2019 7:00,7/19/2019 12:30,0.582,0.482,0.3,36.438
7/19/2019 8:00,7/19/2019 13:30,0.515,0.41,0.272,36.67
7/19/2019 9:00,7/19/2019 14:30,0.402,0.275,0.245,36.395
7/19/2019 10:00,7/19/2019 15:30,0.259,0.129,0.203,35.623
7/19/2019 11:00,7/19/2019 16:30,0.105,0.014,0.128,34.008
7/19/2019 12:00,7/19/2019 17:30,0.011,0,0.025,31.836
7/19/2019 13:00,7/19/2019 18:30,0,0,0,30.413
7/19/2019 14:00,7/19/2019 19:30,0,0,0,29.618
7/19/2019 15:00,7/19/2019 20:30,0,0,0,28.925
7/19/2019 16:00,7/19/2019 21:30,0,0,0,28.369
7/19/2019 17:00,7/19/2019 22:30,0,0,0,27.895
7/19/2019 18:00,7/19/2019 23:30,0,0,0,27.487
7/19/2019 19:00,7/20/2019 0:30,0,0,0,27.122
7/19/2019 20:00,7/20/2019 1:30,0,0,0,26.811
7/19/2019 21:00,7/20/2019 2:30,0,0,0,26.605
7/19/2019 22:00,7/20/2019 3:30,0,0,0,26.445
7/19/2019 23:00,7/20/2019 4:30,0,0,0.006,26.372
7/20/2019 0:00,7/20/2019 5:30,0.063,0,0.089,27.289
7/20/2019 1:00,7/20/2019 6:30,0.2,0.074,0.176,28.978
7/20/2019 2:00,7/20/2019 7:30,0.344,0.192,0.237,30.757
7/20/2019 3:00,7/20/2019 8:30,0.465,0.317,0.277,32.294
7/20/2019 4:00,7/20/2019 9:30,0.559,0.44,0.294,33.618
7/20/2019 5:00,7/20/2019 10:30,0.597,0.477,0.319,34.578
7/20/2019 6:00,7/20/2019 11:30,0.591,0.452,0.338,35.217
7/20/2019 7:00,7/20/2019 12:30,0.554,0.402,0.333,35.564
7/20/2019 8:00,7/20/2019 13:30,0.483,0.321,0.31,35.666
7/20/2019 9:00,7/20/2019 14:30,0.377,0.213,0.271,35.453
7/20/2019 10:00,7/20/2019 15:30,0.233,0.078,0.219,34.826
7/20/2019 11:00,7/20/2019 16:30,0.101,0.013,0.125,33.601
7/20/2019 12:00,7/20/2019 17:30,0.011,0,0.025,31.685
7/20/2019 13:00,7/20/2019 18:30,0,0,0,30.386
7/20/2019 14:00,7/20/2019 19:30,0,0,0,29.587
7/20/2019 15:00,7/20/2019 20:30,0,0,0,28.796
7/20/2019 16:00,7/20/2019 21:30,0,0,0,28.173
7/20/2019 17:00,7/20/2019 22:30,0,0,0,27.729
7/20/2019 18:00,7/20/2019 23:30,0,0,0,27.407
7/20/2019 19:00,7/21/2019 0:30,0,0,0,27.145
7/20/2019 20:00,7/21/2019 1:30,0,0,0,26.894
7/20/2019 21:00,7/21/2019 2:30,0,0,0,26.702
7/20/2019 22:00,7/21/2019 3:30,0,0,0,26.542
7/20/2019 23:00,7/21/2019 4:30,0.001,0,0.007,26.455
7/21/2019 0:00,7/21/2019 5:30,0.065,0,0.091,27.492
7/21/2019 1:00,7/21/2019 6:30,0.2,0.074,0.176,29.379
7/21/2019 2:00,7/21/2019 7:30,0.347,0.201,0.233,31.253
7/21/2019 3:00,7/21/2019 8:30,0.462,0.311,0.281,32.86
7/21/2019 4:00,7/21/2019 9:30,0.551,0.42,0.305,34.241
7/21/2019 5:00,7/21/2019 10:30,0.601,0.494,0.313,35.413
7/21/2019 6:00,7/21/2019 11:30,0.609,0.512,0.312,36.313
7/21/2019 7:00,7/21/2019 12:30,0.57,0.455,0.311,36.821
7/21/2019 8:00,7/21/2019 13:30,0.486,0.335,0.305,36.926
7/21/2019 9:00,7/21/2019 14:30,0.368,0.197,0.279,36.725
7/21/2019 10:00,7/21/2019 15:30,0.235,0.083,0.219,36.145
7/21/2019 11:00,7/21/2019 16:30,0.092,0.009,0.118,34.755
7/21/2019 12:00,7/21/2019 17:30,0.01,0,0.023,32.74
7/21/2019 13:00,7/21/2019 18:30,0,0,0,31.438
7/21/2019 14:00,7/21/2019 19:30,0,0,0,30.525
7/21/2019 15:00,7/21/2019 20:30,0,0,0,29.651
7/21/2019 16:00,7/21/2019 21:30,0,0,0,28.975
7/21/2019 17:00,7/21/2019 22:30,0,0,0,28.475
7/21/2019 18:00,7/21/2019 23:30,0,0,0,28.11
7/21/2019 19:00,7/22/2019 0:30,0,0,0,27.828
7/21/2019 20:00,7/22/2019 1:30,0,0,0,27.613
7/21/2019 21:00,7/22/2019 2:30,0,0,0,27.422
7/21/2019 22:00,7/22/2019 3:30,0,0,0,27.198
7/21/2019 23:00,7/22/2019 4:30,0,0,0.005,27.027
7/22/2019 0:00,7/22/2019 5:30,0.044,0,0.066,27.599
7/22/2019 1:00,7/22/2019 6:30,0.143,0.01,0.173,29.002
7/22/2019 2:00,7/22/2019 7:30,0.24,0.029,0.271,30.623
7/22/2019 3:00,7/22/2019 8:30,0.292,0.034,0.333,32.013
7/22/2019 4:00,7/22/2019 9:30,0.322,0.035,0.372,33.065
7/22/2019 5:00,7/22/2019 10:30,0.331,0.033,0.386,33.806
7/22/2019 6:00,7/22/2019 11:30,0.327,0.031,0.384,34.314
7/22/2019 7:00,7/22/2019 12:30,0.31,0.029,0.365,34.623
7/22/2019 8:00,7/22/2019 13:30,0.272,0.024,0.322,34.717
7/22/2019 9:00,7/22/2019 14:30,0.199,0.013,0.242,34.419
7/22/2019 10:00,7/22/2019 15:30,0.118,0.005,0.153,33.758
7/22/2019 11:00,7/22/2019 16:30,0.051,0.001,0.076,32.642
7/22/2019 12:00,7/22/2019 17:30,0.004,0,0.015,31.179
